AGT_CD,N_POLICIES_LA,N_POLICIES_LAT,N_POLICIES_POLA,TOTAL_ANP_LA,TOTAL_ANP_LAT,TOTAL_ANP_POLA,TOTAL_POLICIES,TOTAL_ANP,TICKET_SIZE,COUNT_RATIO_LA,COUNT_RATIO_LAT,COUNT_RATIO_POLA,ANP_RATIO_LA,ANP_RATIO_LAT,ANP_RATIO_POLA,COUNT_SBASE_TYPE,N_LINE_ITEM_B,N_LINE_ITEM_R,TOTAL_ANP_B,TOTAL_ANP_R,R_B_COUNT_RATIO,R_B_ANP_RATIO,N_LINE_ITEM_Cat 1,N_LINE_ITEM_Cat 2,N_LINE_ITEM_Cat 3,TOTAL_ANP_Cat 1,TOTAL_ANP_Cat 2,TOTAL_ANP_Cat 3,COUNT_RATIO_CAT1,COUNT_RATIO_CAT2,COUNT_RATIO_CAT3,ANP_RATIO_CAT1,ANP_RATIO_CAT2,ANP_RATIO_CAT3,COUNT_PRODCAT_TYPE,N_VIT_POLICIES,N_LINE_ITEM_Accident,N_LINE_ITEM_Critical Illness,N_LINE_ITEM_Disability,N_LINE_ITEM_Endowment,N_LINE_ITEM_Income,N_LINE_ITEM_Life,N_LINE_ITEM_Medical,N_LINE_ITEM_N/A,N_LINE_ITEM_Other Medical,N_LINE_ITEM_Payor/Waiver,N_LINE_ITEM_Savers,TOTAL_ANP_Accident,TOTAL_ANP_Critical Illness,TOTAL_ANP_Disability,TOTAL_ANP_Endowment,TOTAL_ANP_Income,TOTAL_ANP_Life,TOTAL_ANP_Medical,TOTAL_ANP_N/A,TOTAL_ANP_Other Medical,TOTAL_ANP_Payor/Waiver,TOTAL_ANP_Savers,COUNT_MAINNEED_TYPE,CLUSTER
3663,136.0,0.0,0.0,16662.060546875,0.0,0.0,136.0,16662.060546875,122.51515107996325,1.0,0.0,0.0,1.0,0.0,0.0,1,29.0,107.0,10844.4404296875,5817.6201171875,3.689655172413793,0.5364610700669545,6.0,28.0,102.0,5925.5,2745.43994140625,7991.1201171875,0.0441176470588235,0.2058823529411764,0.75,0.3556282944103193,0.164771938869002,0.4795997667206786,3,9.0,0.0,13.0,23.0,0.0,4.0,24.0,25.0,0.0,0.0,14.0,33.0,0.0,1599.030029296875,0.0,0.0,0.0,8512.2998046875,1146.4100341796875,0.0,0.0,5.519999980926514,5398.7998046875,7,2
2594,0.0,62.0,0.0,0.0,6540.33984375,0.0,62.0,6540.33984375,105.48935231854838,0.0,1.0,0.0,0.0,1.0,0.0,1,12.0,50.0,4440.89990234375,2099.43994140625,4.166666666666667,0.472751016139373,4.0,7.0,51.0,2735.699951171875,1118.0,2686.639892578125,0.064516129032258,0.1129032258064516,0.8225806451612904,0.4182810093249407,0.1709391295726581,0.4107798611024011,3,6.0,0.0,8.0,12.0,0.0,0.0,13.0,7.0,12.0,0.0,3.0,7.0,0.0,1118.0,0.0,0.0,0.0,4438.60009765625,0.0,608.4000244140625,0.0,96.93999481201172,278.3999938964844,6,4
189,151.0,0.0,4.0,8534.240234375,0.0,349.70001220703125,155.0,8883.940246582031,57.31574352633569,0.9741935483870968,0.0,0.0258064516129032,0.9606368342761452,0.0,0.0393631657238547,2,37.0,118.0,7837.7001953125,1046.239990234375,3.189189189189189,0.1334881360810535,1.0,49.0,105.0,454.2999877929688,1850.1500244140625,6579.490234375,0.0064516129032258,0.3161290322580645,0.6774193548387096,0.0511372178541784,0.2082578195104228,0.7406049626353987,3,6.0,4.0,16.0,24.0,0.0,7.0,25.0,35.0,0.0,1.0,18.0,25.0,349.70001220703125,673.6000366210938,10.239999771118164,0.0,0.0,6393.0498046875,1176.550048828125,0.0,0.0,0.0,280.79998779296875,9,0
4468,0.0,19.0,0.0,0.0,840.25,0.0,19.0,840.25,44.22368421052632,0.0,1.0,0.0,0.0,1.0,0.0,1,6.0,13.0,676.2899780273438,163.95999145507812,2.1666666666666665,0.2424403684545638,1.0,0.0,18.0,184.4499969482422,0.0,655.7999877929688,0.0526315789473684,0.0,0.9473684210526316,0.2195180009495043,0.0,0.7804819990504956,2,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,365.7999877929688,220.4900054931641,230.3999938964844,0.0,23.559999465942383,0.0,4,0
4394,237.0,0.0,0.0,16528.33984375,0.0,0.0,237.0,16528.33984375,69.739830564346,1.0,0.0,0.0,1.0,0.0,0.0,1,46.0,191.0,13158.6103515625,3369.72998046875,4.152173913043479,0.2560855508627943,1.0,59.0,177.0,540.0,923.6300048828124,15064.7099609375,0.0042194092827004,0.2489451476793249,0.7468354430379747,0.0326711576066737,0.0558815952958874,0.9114472470974389,3,15.0,3.0,32.0,38.0,0.0,3.0,45.0,44.0,0.0,3.0,20.0,49.0,0.0,0.0,26.280000686645508,0.0,23.5,12332.9296875,923.6300048828124,0.0,0.0,0.0,3222.0,9,0
3357,221.0,0.0,39.0,15614.0302734375,0.0,1686.580078125,260.0,17300.6103515625,66.54080904447116,0.85,0.0,0.15,0.9025132614484508,0.0,0.0974867385515492,2,125.0,135.0,13708.0498046875,3592.56005859375,1.08,0.2620766709911767,2.0,71.0,187.0,1740.0,5824.5,9736.1103515625,0.0076923076923076,0.273076923076923,0.7192307692307692,0.1005744863702367,0.3366644229100253,0.5627610907197379,3,0.0,39.0,12.0,51.0,0.0,5.0,56.0,56.0,0.0,0.0,16.0,25.0,1686.580078125,1494.0,77.75,0.0,0.0,8520.599609375,4330.5,0.0,0.0,183.17999267578125,1008.0,8,0
2796,176.0,0.0,0.0,18007.470703125,0.0,0.0,176.0,18007.470703125,102.31517444957386,1.0,0.0,0.0,1.0,0.0,0.0,1,34.0,142.0,13126.2001953125,4881.27001953125,4.176470588235294,0.3718722819170776,2.0,55.0,119.0,5658.0,2338.969970703125,10010.5,0.0113636363636363,0.3125,0.6761363636363636,0.314202939624787,0.1298888724795023,0.5559081878957106,3,7.0,0.0,22.0,22.0,0.0,5.0,22.0,41.0,0.0,2.0,20.0,42.0,0.0,325.2799987792969,0.0,0.0,0.0,11118.0,2013.6900634765625,0.0,0.0,0.0,4550.5,8,0
3388,0.0,16.0,0.0,0.0,2039.9599609375,0.0,16.0,2039.9599609375,127.49749755859376,0.0,1.0,0.0,0.0,1.0,0.0,1,4.0,12.0,1011.1799926757812,1028.780029296875,3.0,1.0174054438859303,0.0,0.0,16.0,0.0,0.0,2039.9599609375,0.0,0.0,1.0,0.0,0.0,1.0,1,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,7.0,0.0,1.0,2.0,0.0,36.06999969482422,2.5299999713897705,815.4400024414062,0.0,95.73999786376952,0.0,667.5999755859375,0.0,73.0999984741211,349.4800109863281,6,0
3136,12.0,0.0,0.0,942.1699829101562,0.0,0.0,12.0,942.1699829101562,78.51416524251302,1.0,0.0,0.0,1.0,0.0,0.0,1,3.0,9.0,640.5499877929688,301.6199951171875,3.0,0.4708765917808021,0.0,0.0,12.0,0.0,0.0,942.1699829101562,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.039999961853028,640.5499877929688,0.0,0.0,0.0,0.0,0.0,25.059999465942383,274.5199890136719,4,0
185,91.0,0.0,0.0,4030.7900390625,0.0,0.0,91.0,4030.7900390625,44.29439603365385,1.0,0.0,0.0,1.0,0.0,0.0,1,13.0,78.0,2894.840087890625,1135.949951171875,6.0,0.3924050782368447,1.0,19.0,71.0,300.0,320.3899841308594,3410.39990234375,0.0109890109890109,0.2087912087912088,0.7802197802197802,0.0744270995138336,0.0794856574404768,0.8460872430456895,3,0.0,0.0,10.0,10.0,0.0,9.0,11.0,14.0,0.0,1.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,2616.0,320.3899841308594,0.0,0.0,0.0,1094.4000244140625,8,0
683,0.0,14.0,0.0,0.0,621.5999755859375,0.0,14.0,621.5999755859375,44.3999982561384,0.0,1.0,0.0,0.0,1.0,0.0,1,2.0,12.0,180.0,441.6000061035156,6.0,2.4533333672417537,0.0,0.0,14.0,0.0,0.0,621.5999755859375,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.5999755859375,0.0,0.0,0.0,0,2
1286,516.0,0.0,9.0,31146.859375,0.0,574.0999755859375,525.0,31720.959350585938,60.42087495349703,0.9828571428571428,0.0,0.0171428571428571,0.981901556972446,0.0,0.018098443027554,2,101.0,424.0,28140.4296875,3580.530029296875,4.198019801980198,0.1272379302327195,12.0,160.0,353.0,7340.0,3213.989990234375,21166.970703125,0.0228571428571428,0.3047619047619048,0.6723809523809524,0.2313927396762795,0.1013207015166853,0.6672865588070351,3,4.0,77.0,54.0,72.0,8.0,39.0,68.0,76.0,0.0,3.0,50.0,78.0,574.0999755859375,376.3999938964844,15.309999465942385,2476.97998046875,0.0,22557.66015625,2837.590087890625,0.0,0.0,88.20999908447266,2794.7099609375,10,0
1414,0.0,7.0,0.0,0.0,564.8499755859375,0.0,7.0,564.8499755859375,80.69285365513393,0.0,1.0,0.0,0.0,1.0,0.0,1,2.0,5.0,242.0500030517578,322.79998779296875,2.5,1.3336086912750176,0.0,0.0,7.0,0.0,0.0,564.8499755859375,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0500030517578,0.0,418.7999877929688,0.0,0.0,0.0,2,2
1457,326.0,10.0,0.0,21308.23046875,4292.0,0.0,336.0,25600.23046875,76.191162109375,0.9702380952380952,0.0297619047619047,0.0,0.8323452593429106,0.1676547406570894,0.0,2,68.0,268.0,23498.26953125,2101.9599609375,3.941176470588236,0.0894516916721094,13.0,68.0,255.0,8404.8203125,989.0700073242188,16206.33984375,0.0386904761904761,0.2023809523809523,0.7589285714285714,0.3283103416960274,0.0386351998011149,0.6330544585028577,3,20.0,0.0,54.0,67.0,1.0,2.0,67.0,49.0,0.0,1.0,23.0,72.0,0.0,989.0700073242188,3.0799999237060547,494.0199890136719,0.0,22841.580078125,0.0,0.0,0.0,0.0,1272.47998046875,9,3
3828,0.0,181.0,0.0,0.0,10046.2099609375,0.0,181.0,10046.2099609375,55.50392243611879,0.0,1.0,0.0,0.0,1.0,0.0,1,63.0,118.0,7533.18017578125,2513.030029296875,1.873015873015873,0.3335948391857299,6.0,10.0,165.0,2469.2900390625,591.2999877929688,6985.6201171875,0.0331491712707182,0.0552486187845303,0.9116022099447514,0.2457931900346219,0.0588580150439703,0.6953487949214077,3,4.0,0.0,17.0,59.0,5.0,1.0,57.0,11.0,0.0,0.0,17.0,14.0,0.0,1086.550048828125,11.520000457763672,1080.68994140625,0.0,6090.18994140625,473.1700134277344,0.0,0.0,154.5399932861328,1149.550048828125,8,3
1175,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2
1219,102.0,0.0,58.0,15230.7099609375,0.0,2051.530029296875,160.0,17282.239990234375,108.01399993896484,0.6375,0.0,0.3625,0.8812925853097673,0.0,0.1187074146902327,2,78.0,82.0,12844.1201171875,4438.1201171875,1.051282051282051,0.3455371077734301,4.0,27.0,129.0,5678.89990234375,3456.219970703125,8147.1201171875,0.025,0.16875,0.80625,0.3285974448655214,0.1999868056835295,0.471415749450949,3,1.0,58.0,18.0,15.0,1.0,0.0,15.0,17.0,0.0,0.0,14.0,22.0,2051.530029296875,2708.760009765625,0.0,853.5700073242188,0.0,9209.2998046875,747.4600219726562,0.0,0.0,48.59999847412109,1663.02001953125,8,3
1853,0.0,75.0,0.0,0.0,5442.64990234375,0.0,75.0,5442.64990234375,72.56866536458334,0.0,1.0,0.0,0.0,1.0,0.0,1,16.0,59.0,2862.0,2580.64990234375,3.6875,0.9016945850257688,2.0,2.0,71.0,911.0,1046.5,3485.14990234375,0.0266666666666666,0.0266666666666666,0.9466666666666668,0.1673817012569004,0.1922776623110278,0.6403406364320717,3,5.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,64.0,0.0,2.0,0.0,0.0,1046.5,0.0,0.0,0.0,911.0,347.0,3065.60009765625,0.0,72.55000305175781,0.0,5,2
3811,491.0,24.0,36.0,56194.46875,921.9199829101562,1483.239990234375,551.0,58599.62872314453,106.35141329064344,0.8911070780399274,0.043557168784029,0.0653357531760435,0.9589560544059456,0.0157325225943971,0.0253114229996572,3,132.0,419.0,35858.53125,22741.099609375,3.1742424242424243,0.6341893774406893,18.0,110.0,423.0,19881.69921875,4325.77001953125,34392.16015625,0.0326678765880217,0.1996370235934664,0.7676950998185118,0.3392802893836294,0.0738190678716979,0.5869006427446726,3,25.0,36.0,57.0,71.0,1.0,47.0,80.0,56.0,0.0,18.0,52.0,133.0,1483.239990234375,3249.35009765625,0.0,422.7999877929688,0.0,32558.5,1076.4200439453125,0.0,474.3200073242188,103.79999542236328,19231.19921875,10,1
587,237.0,0.0,0.0,16192.23046875,0.0,0.0,237.0,16192.23046875,68.32164754746836,1.0,0.0,0.0,1.0,0.0,0.0,1,47.0,190.0,15458.0,734.2300415039062,4.042553191489362,0.0474983853993987,8.0,79.0,150.0,3228.199951171875,2602.330078125,10361.7001953125,0.0337552742616033,0.3333333333333333,0.6329113924050633,0.1993672215866578,0.1607147404666906,0.6399180379466516,3,15.0,0.0,30.0,40.0,0.0,19.0,41.0,34.0,0.0,4.0,31.0,38.0,0.0,828.0,53.55000305175781,0.0,0.0,13240.1298828125,1774.330078125,0.0,0.0,250.62001037597656,45.59999847412109,8,2
1907,140.0,0.0,21.0,5849.0,0.0,1333.7000732421875,161.0,7182.700073242188,44.61304393318129,0.8695652173913043,0.0,0.1304347826086956,0.8143177273668103,0.0,0.1856822726331897,2,40.0,121.0,6006.7001953125,1176.0,3.025,0.1957813710958514,1.0,38.0,122.0,966.0,247.3999938964844,5969.2998046875,0.0062111801242236,0.2360248447204969,0.7577639751552795,0.1344898195787661,0.0344438721976459,0.8310663082235878,3,3.0,21.0,30.0,17.0,0.0,12.0,18.0,14.0,0.0,1.0,13.0,35.0,1333.7000732421875,247.3999938964844,0.0,0.0,0.0,4425.60009765625,0.0,0.0,0.0,0.0,1176.0,9,0
3646,132.0,0.0,8.0,7213.68994140625,0.0,474.7999877929688,140.0,7688.489929199219,54.917785208565846,0.9428571428571428,0.0,0.0571428571428571,0.9382453521868084,0.0,0.0617546478131916,2,34.0,106.0,7177.080078125,511.4100036621094,3.117647058823529,0.0712559979957356,6.0,29.0,105.0,1935.4000244140625,1012.8499755859376,4740.240234375,0.0428571428571428,0.2071428571428571,0.75,0.2517269275781803,0.1317358733262763,0.6165371990955434,3,1.0,8.0,17.0,19.0,0.0,2.0,22.0,25.0,0.0,0.0,26.0,21.0,474.7999877929688,217.6000061035156,0.0,0.0,0.0,6009.39990234375,795.25,0.0,0.0,125.44000244140624,66.0,8,0
4674,0.0,2.0,0.0,0.0,224.23001098632807,0.0,2.0,224.23001098632807,112.11500549316406,0.0,1.0,0.0,0.0,1.0,0.0,1,2.0,0.0,224.23001098632807,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,224.23001098632807,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.23001098632807,0.0,0.0,0.0,0.0,1,0
2967,12.0,0.0,0.0,600.0,0.0,0.0,12.0,600.0,50.0,1.0,0.0,0.0,1.0,0.0,0.0,1,2.0,10.0,600.0,0.0,5.0,0.0,0.0,4.0,8.0,0.0,0.0,600.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,2,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,6,1
2782,76.0,108.0,0.0,3916.349853515625,4059.929931640625,0.0,184.0,7976.27978515625,43.34934665845788,0.4130434782608695,0.5869565217391305,0.0,0.4909995585666264,0.5090004414333735,0.0,2,46.0,138.0,6605.58984375,1370.68994140625,3.0,0.2075045489999887,1.0,99.0,84.0,225.0500030517578,3765.329833984375,3985.89990234375,0.0054347826086956,0.5380434782608695,0.4565217391304347,0.0282149085043567,0.4720659200798179,0.4997191714158253,3,4.0,22.0,20.0,13.0,0.0,10.0,23.0,50.0,21.0,21.0,0.0,4.0,24.01000022888184,61.18000030517578,11.170000076293944,0.0,0.0,2858.18994140625,3765.329833984375,1208.4000244140625,0.0,0.0,48.0,8,4
774,115.0,0.0,1.0,8413.599609375,0.0,507.6000061035156,116.0,8921.199615478516,76.90689323688376,0.9913793103448276,0.0,0.0086206896551724,0.9431018217300264,0.0,0.0568981782699735,2,27.0,89.0,7531.080078125,1390.1199951171875,3.2962962962962963,0.1845844129522632,2.0,41.0,73.0,1327.5999755859375,2654.93994140625,4938.66015625,0.0172413793103448,0.3534482758620689,0.6293103448275862,0.1488140569302863,0.2975989687048211,0.5535869743648925,3,0.0,5.0,13.0,15.0,3.0,0.0,12.0,33.0,0.0,2.0,15.0,18.0,507.6000061035156,0.0,0.0,1239.97998046875,0.0,3616.0,2654.93994140625,0.0,0.0,15.039999961853027,887.6400146484375,9,4
484,0.0,25.0,0.0,0.0,2505.60009765625,0.0,25.0,2505.60009765625,100.22400390625,0.0,1.0,0.0,0.0,1.0,0.0,1,7.0,18.0,1460.1900634765625,1045.4100341796875,2.571428571428572,0.7159410684460307,4.0,1.0,20.0,1170.1900634765625,323.0,1012.4099731445312,0.16,0.04,0.8,0.4670298716369004,0.1289112369409041,0.4040588914221953,3,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,15.0,0.0,1.0,0.0,0.0,323.0,0.0,0.0,0.0,1170.1900634765625,0.0,956.0,0.0,56.40999984741211,0.0,4,0
1452,231.0,0.0,11.0,26145.3203125,0.0,402.0,242.0,26547.3203125,109.69967071280992,0.9545454545454546,0.0,0.0454545454545454,0.9848572287045214,0.0,0.0151427712954785,2,65.0,177.0,23222.640625,3324.679931640625,2.723076923076923,0.1431654558724682,12.0,26.0,204.0,12307.1201171875,2639.7099609375,11600.490234375,0.0495867768595041,0.1074380165289256,0.8429752066115702,0.4635918040809792,0.0994341398628687,0.4369740560561521,3,30.0,11.0,18.0,52.0,2.0,0.0,51.0,33.0,0.0,0.0,24.0,51.0,402.0,2393.7099609375,59.93000030517578,1526.6600341796875,0.0,20318.220703125,246.0,0.0,0.0,119.0,1481.800048828125,8,1
28,15.0,165.0,0.0,1601.93994140625,6908.72998046875,0.0,180.0,8510.669921875,47.28149956597223,0.0833333333333333,0.9166666666666666,0.0,0.1882272436966189,0.8117727563033811,0.0,2,60.0,120.0,6959.919921875,1550.75,2.0,0.2228114715984014,1.0,39.0,140.0,566.1500244140625,1601.93994140625,6342.580078125,0.0055555555555555,0.2166666666666666,0.7777777777777778,0.0665223797292946,0.1882272409968363,0.7452503792738691,3,4.0,8.0,10.0,32.0,0.0,7.0,43.0,34.0,27.0,0.0,10.0,9.0,0.0,43.209999084472656,0.0,0.0,0.0,3487.070068359375,2929.869873046875,1544.4000244140625,0.0,5.720000267028809,500.3999938964844,8,0
114,270.0,0.0,0.0,10182.0,0.0,0.0,270.0,10182.0,37.71111111111111,1.0,0.0,0.0,1.0,0.0,0.0,1,29.0,241.0,9786.0,396.0,8.310344827586206,0.0404659717964439,4.0,85.0,181.0,1920.0,0.0,8262.0,0.0148148148148148,0.3148148148148148,0.6703703703703704,0.1885680612846199,0.0,0.8114319387153801,3,19.0,60.0,31.0,29.0,0.0,24.0,29.0,25.0,0.0,11.0,30.0,31.0,0.0,0.0,0.0,0.0,0.0,9786.0,0.0,0.0,0.0,0.0,396.0,9,1
3879,49.0,509.0,6.0,2007.0,25975.66015625,166.8000030517578,564.0,28149.46015930176,49.91039035337191,0.0868794326241134,0.9024822695035462,0.0106382978723404,0.0712979925242652,0.9227764940872784,0.0059255133884562,3,131.0,433.0,23110.669921875,5038.7900390625,3.3053435114503817,0.2180287311486856,5.0,118.0,441.0,1508.0999755859375,147.0,26494.359375,0.0088652482269503,0.2092198581560283,0.7819148936170213,0.0535747403459294,0.0052221251630163,0.9412031344910542,3,16.0,6.0,39.0,96.0,4.0,9.0,139.0,114.0,39.0,0.0,37.0,81.0,166.8000030517578,0.0,0.0,822.1300048828125,0.0,17697.810546875,3911.77001953125,1905.5999755859373,0.0,89.0,3556.35009765625,9,0
3229,9.0,113.0,0.0,868.9299926757812,3552.090087890625,0.0,122.0,4421.020080566406,36.2378695128394,0.0737704918032786,0.9262295081967212,0.0,0.1965451359280993,0.8034548640719006,0.0,2,25.0,97.0,2803.179931640625,1617.8399658203125,3.88,0.5771445305950926,0.0,44.0,78.0,0.0,868.9299926757812,3552.090087890625,0.0,0.360655737704918,0.639344262295082,0.0,0.1965451359280993,0.8034548640719006,2,0.0,2.0,0.0,18.0,0.0,10.0,33.0,36.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,2080.219970703125,868.9299926757812,0.0,0.0,7.869999885559082,1464.0,7,0
588,367.0,4.0,0.0,58263.55078125,805.9400024414062,0.0,371.0,59069.490783691406,159.21695629027334,0.9892183288409704,0.0107816711590296,0.0,0.9863560699144556,0.0136439300855445,0.0,2,86.0,285.0,48239.1484375,10830.33984375,3.313953488372093,0.2245134956679862,19.0,101.0,251.0,28448.900390625,12832.310546875,17788.279296875,0.0512129380053908,0.2722371967654987,0.6765498652291105,0.4816175030078285,0.2172409224450585,0.3011415745471129,3,18.0,0.0,49.0,63.0,3.0,0.0,62.0,73.0,0.0,6.0,47.0,68.0,0.0,8425.1796875,3.799999952316284,3125.690185546875,0.0,40742.69921875,4407.1298828125,0.0,0.0,100.3000030517578,2264.68994140625,8,4
1671,0.0,0.0,3.0,0.0,0.0,222.8000030517578,3.0,222.8000030517578,74.26666768391927,0.0,0.0,1.0,0.0,0.0,1.0,1,3.0,0.0,222.8000030517578,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,222.8000030517578,0.0,0.0,1.0,0.0,0.0,1.0,1,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.8000030517578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4
1283,940.0,0.0,115.0,64280.76953125,0.0,4187.9599609375,1055.0,68468.7294921875,64.89926966084123,0.8909952606635071,0.0,0.1090047393364928,0.938833975860245,0.0,0.061166024139755,2,268.0,787.0,50074.37109375,18394.359375,2.9365671641791047,0.3673407967633143,15.0,281.0,759.0,14722.900390625,4240.9599609375,49504.87109375,0.0142180094786729,0.2663507109004739,0.7194312796208531,0.215031008751557,0.0619400983692074,0.7230288928792356,3,32.0,115.0,115.0,138.0,8.0,90.0,125.0,124.0,0.0,3.0,103.0,234.0,4187.9599609375,2130.679931640625,0.0,2786.85009765625,0.0,41104.69140625,2110.280029296875,0.0,0.0,380.5899963378906,15767.6796875,10,3
2556,785.0,6.0,29.0,63365.8984375,247.1999969482422,1592.8499755859375,820.0,65205.94841003418,79.51944928052949,0.9573170731707316,0.0073170731707317,0.0353658536585365,0.9717809491710264,0.0037910651248222,0.0244279857041512,3,153.0,667.0,42027.6015625,23178.349609375,4.359477124183006,0.5515030300957351,29.0,242.0,549.0,14496.2998046875,11249.08984375,39460.55859375,0.0353658536585365,0.2951219512195122,0.6695121951219513,0.2223156045648694,0.1725163140327122,0.6051680814024183,3,28.0,36.0,106.0,115.0,0.0,60.0,119.0,87.0,6.0,38.0,99.0,154.0,1592.8499755859375,9380.9697265625,3.670000076293945,0.0,0.0,36927.51171875,1894.4000244140625,247.1999969482422,0.0,1412.1500244140625,13747.2001953125,9,0
2754,0.0,16.0,0.0,0.0,483.5,0.0,16.0,483.5,30.21875,0.0,1.0,0.0,0.0,1.0,0.0,1,4.0,12.0,361.1000061035156,122.4000015258789,3.0,0.3389642743201472,0.0,4.0,12.0,0.0,0.0,483.5,0.0,0.25,0.75,0.0,0.0,1.0,2,0.0,0.0,0.0,4.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,361.1000061035156,0.0,0.0,0.0,0.0,122.4000015258789,5,0
3948,254.0,47.0,10.0,12048.26953125,4867.31982421875,216.20001220703125,311.0,17131.78936767578,55.08613944590283,0.8167202572347267,0.1511254019292604,0.0321543408360128,0.7032697678377161,0.2841104171758262,0.0126198149864576,3,60.0,251.0,15381.26953125,1750.52001953125,4.183333333333334,0.1138085524068564,1.0,97.0,213.0,695.0,0.0,16436.7890625,0.0032154340836012,0.3118971061093247,0.684887459807074,0.0405678588187438,0.0,0.9594321411812562,3,44.0,10.0,41.0,47.0,5.0,22.0,43.0,40.0,15.0,0.0,44.0,44.0,216.20001220703125,0.0,0.0,1729.8699951171875,0.0,13151.33984375,172.25999450683594,612.0,0.0,136.75,1113.3699951171875,9,2
500,136.0,0.0,0.0,6810.830078125,0.0,0.0,136.0,6810.830078125,50.0796329273897,1.0,0.0,0.0,1.0,0.0,0.0,1,41.0,95.0,6199.080078125,611.75,2.317073170731707,0.0986839970270286,0.0,53.0,83.0,0.0,3760.429931640625,3050.39990234375,0.0,0.3897058823529412,0.6102941176470589,0.0,0.552125074814966,0.4478749251850341,2,0.0,2.0,11.0,12.0,0.0,8.0,14.0,52.0,0.0,0.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,2792.39990234375,3760.429931640625,0.0,0.0,0.0,258.0,8,3
894,0.0,117.0,0.0,0.0,68437.65625,0.0,117.0,68437.65625,584.9372329059829,0.0,1.0,0.0,0.0,1.0,0.0,1,36.0,81.0,21762.640625,46675.01953125,2.25,2.144731438409717,15.0,1.0,101.0,15615.400390625,30.799999237060547,52791.45703125,0.1282051282051282,0.0085470085470085,0.8632478632478633,0.2281697091783838,0.0004500446157521,0.7713802462058641,3,1.0,0.0,1.0,32.0,13.0,0.0,19.0,1.0,12.0,0.0,5.0,34.0,0.0,30.799999237060547,0.0,5436.0,0.0,15943.580078125,172.25999450683594,26000.0,0.0,238.9600067138672,20616.05859375,7,0
2044,277.0,14.0,0.0,17333.0,568.6300048828125,0.0,291.0,17901.630004882812,61.51762888275881,0.9518900343642612,0.0481099656357388,0.0,0.9682358531190894,0.0317641468809105,0.0,2,68.0,223.0,16439.66015625,1461.969970703125,3.2794117647058822,0.0889294521181033,5.0,118.0,168.0,2608.699951171875,3173.5,12119.4296875,0.0171821305841924,0.4054982817869416,0.5773195876288659,0.145724160527623,0.177274363510709,0.6770014759616679,3,22.0,0.0,32.0,46.0,2.0,15.0,44.0,73.0,0.0,1.0,39.0,39.0,0.0,353.5899963378906,0.0,376.6799926757813,0.0,13620.830078125,2839.7900390625,0.0,0.0,13.539999961853027,697.2000122070312,9,2
